,Dataset,Method,Metric,Patient,Performance
474,V-23_24,MMSBM,Recall,10,0.6666666666666666
475,V-23_24,MMSBM,Precision,10,0.8205128203024326
476,V-23_24,MMSBM,Accuracy,10,0.7542372881355932
477,V-23_24,MMSBM,Recall,13,0.5
478,V-23_24,MMSBM,Precision,13,0.5897435895923734
479,V-23_24,MMSBM,Accuracy,13,0.711864406779661
480,V-23_24,MMSBM,Recall,12,0.5526315789473685
481,V-23_24,MMSBM,Precision,12,0.6363636361707988
482,V-23_24,MMSBM,Accuracy,12,0.7542372881355933
483,V-23_24,MMSBM,Recall,15,0.6578947368421053
484,V-23_24,MMSBM,Precision,15,0.7575757573461891
485,V-23_24,MMSBM,Accuracy,15,0.7796610169491526
486,V-23_24,MMSBM,Recall,14,0.631578947368421
487,V-23_24,MMSBM,Precision,14,0.705882352733564
488,V-23_24,MMSBM,Accuracy,14,0.7372881355932203
489,V-23_24,MMSBM,Recall,66,0.5588235294117647
490,V-23_24,MMSBM,Precision,66,0.759999999696
491,V-23_24,MMSBM,Accuracy,66,0.7711864406779662
492,V-23_24,MMSBM,Recall,16,0.71875
493,V-23_24,MMSBM,Precision,16,0.79310344813912
494,V-23_24,MMSBM,Accuracy,16,0.652542372881356
495,V-23_24,MMSBM,Recall,19,0.8360655737704918
496,V-23_24,MMSBM,Precision,19,0.8360655736334318
497,V-23_24,MMSBM,Accuracy,19,0.728813559322034
498,V-23_24,MMSBM,Recall,18,0.6666666666666666
499,V-23_24,MMSBM,Precision,18,0.7741935481373569
500,V-23_24,MMSBM,Accuracy,18,0.788135593220339
501,V-23_24,MMSBM,Recall,117,0.5882352941176471
502,V-23_24,MMSBM,Precision,117,0.7142857140306123
503,V-23_24,MMSBM,Accuracy,117,0.788135593220339
504,V-23_24,MMSBM,Recall,116,0.4897959183673469
505,V-23_24,MMSBM,Precision,116,0.705882352733564
506,V-23_24,MMSBM,Accuracy,116,0.6779661016949152
507,V-23_24,MMSBM,Recall,204,0.5641025641025641
508,V-23_24,MMSBM,Precision,204,0.8148148145130315
509,V-23_24,MMSBM,Accuracy,204,0.7796610169491525
510,V-23_24,MMSBM,Recall,17,0.875
511,V-23_24,MMSBM,Precision,17,0.8484848483562902
512,V-23_24,MMSBM,Accuracy,17,0.8305084745762712
513,V-23_24,MMSBM,Recall,151,0.782608695652174
514,V-23_24,MMSBM,Precision,151,0.765957446645541
515,V-23_24,MMSBM,Accuracy,151,0.7796610169491525
516,V-23_24,MMSBM,Recall,150,0.7413793103448276
517,V-23_24,MMSBM,Precision,150,0.859999999828
518,V-23_24,MMSBM,Accuracy,150,0.771186440677966
519,V-23_24,MMSBM,Recall,153,0.7045454545454546
520,V-23_24,MMSBM,Precision,153,0.7045454543853306
521,V-23_24,MMSBM,Accuracy,153,0.7203389830508475
522,V-23_24,MMSBM,Recall,152,0.43902439024390244
523,V-23_24,MMSBM,Precision,152,0.5624999998242187
524,V-23_24,MMSBM,Accuracy,152,0.6779661016949153
525,V-23_24,MMSBM,Recall,155,0.40625
526,V-23_24,MMSBM,Precision,155,0.6190476187528344
527,V-23_24,MMSBM,Accuracy,155,0.7627118644067796
528,V-23_24,MMSBM,Recall,154,0.6956521739130435
529,V-23_24,MMSBM,Precision,154,0.6956521737618148
530,V-23_24,MMSBM,Accuracy,154,0.6949152542372882
531,V-23_24,MMSBM,Recall,157,0.5882352941176471
532,V-23_24,MMSBM,Precision,157,0.6666666664444444
533,V-23_24,MMSBM,Accuracy,157,0.788135593220339
534,V-23_24,MMSBM,Recall,156,0.7555555555555555
535,V-23_24,MMSBM,Precision,156,0.8095238093310657
536,V-23_24,MMSBM,Accuracy,156,0.7966101694915254
537,V-23_24,MMSBM,Recall,159,0.7209302325581395
538,V-23_24,MMSBM,Precision,159,0.7380952379195012
539,V-23_24,MMSBM,Accuracy,159,0.788135593220339
540,V-23_24,MMSBM,Recall,158,0.5789473684210527
541,V-23_24,MMSBM,Precision,158,0.916666666412037
542,V-23_24,MMSBM,Accuracy,158,0.7288135593220338
543,V-23_24,MMSBM,Recall,48,0.5384615384615384
544,V-23_24,MMSBM,Precision,48,0.6562499997949218
545,V-23_24,MMSBM,Accuracy,48,0.7203389830508474
546,V-23_24,MMSBM,Recall,49,0.6888888888888889
547,V-23_24,MMSBM,Precision,49,0.8611111108719136
548,V-23_24,MMSBM,Accuracy,49,0.7796610169491526
549,V-23_24,MMSBM,Recall,46,0.5142857142857142
550,V-23_24,MMSBM,Precision,46,0.642857142627551
551,V-23_24,MMSBM,Accuracy,46,0.7796610169491526
552,V-23_24,MMSBM,Recall,86,0.6727272727272727
553,V-23_24,MMSBM,Precision,86,0.770833333172743
554,V-23_24,MMSBM,Accuracy,86,0.7033898305084746
555,V-23_24,MMSBM,Recall,44,0.5869565217391305
556,V-23_24,MMSBM,Precision,44,0.710526315602493
557,V-23_24,MMSBM,Accuracy,44,0.7033898305084746
558,V-23_24,MMSBM,Recall,45,0.34375
559,V-23_24,MMSBM,Precision,45,0.549999999725
560,V-23_24,MMSBM,Accuracy,45,0.7372881355932204
561,V-23_24,MMSBM,Recall,42,0.8
562,V-23_24,MMSBM,Precision,42,0.8163265304456476
563,V-23_24,MMSBM,Accuracy,42,0.8135593220338982
564,V-23_24,MMSBM,Recall,43,0.78
565,V-23_24,MMSBM,Precision,43,0.8478260867722117
566,V-23_24,MMSBM,Accuracy,43,0.8050847457627119
567,V-23_24,MMSBM,Recall,40,0.6052631578947368
568,V-23_24,MMSBM,Precision,40,0.6764705880363322
569,V-23_24,MMSBM,Accuracy,40,0.7542372881355933
570,V-23_24,MMSBM,Recall,87,0.8
571,V-23_24,MMSBM,Precision,87,0.8461538459911242
572,V-23_24,MMSBM,Accuracy,87,0.771186440677966
573,V-23_24,MMSBM,Recall,1,0.5277777777777778
574,V-23_24,MMSBM,Precision,1,0.6551724135671819
575,V-23_24,MMSBM,Accuracy,1,0.7203389830508474
576,V-23_24,MMSBM,Recall,5,0.6888888888888889
577,V-23_24,MMSBM,Precision,5,0.7948717946679815
578,V-23_24,MMSBM,Accuracy,5,0.7457627118644068
579,V-23_24,MMSBM,Recall,9,0.7674418604651163
580,V-23_24,MMSBM,Precision,9,0.8249999997937499
581,V-23_24,MMSBM,Accuracy,9,0.7627118644067797
582,V-23_24,MMSBM,Recall,78,0.6808510638297872
583,V-23_24,MMSBM,Precision,78,0.8205128203024326
584,V-23_24,MMSBM,Accuracy,78,0.7627118644067795
585,V-23_24,MMSBM,Recall,146,0.7368421052631579
586,V-23_24,MMSBM,Precision,146,0.8076923075369823
587,V-23_24,MMSBM,Accuracy,146,0.7457627118644068
588,V-23_24,MMSBM,Recall,147,0.5405405405405406
589,V-23_24,MMSBM,Precision,147,0.6896551721759809
590,V-23_24,MMSBM,Accuracy,147,0.711864406779661
591,V-23_24,MMSBM,Recall,203,0.3333333333333333
592,V-23_24,MMSBM,Precision,203,0.9999999983333333
593,V-23_24,MMSBM,Accuracy,203,0.8813559322033898
594,V-23_24,MMSBM,Recall,145,0.58
595,V-23_24,MMSBM,Precision,145,0.6904761903117914
596,V-23_24,MMSBM,Accuracy,145,0.6610169491525424
597,V-23_24,MMSBM,Recall,142,0.6481481481481481
598,V-23_24,MMSBM,Precision,142,0.8139534881828014
599,V-23_24,MMSBM,Accuracy,142,0.6864406779661018
600,V-23_24,MMSBM,Recall,143,0.7096774193548387
601,V-23_24,MMSBM,Precision,143,0.8627450978700499
602,V-23_24,MMSBM,Accuracy,143,0.6864406779661016
603,V-23_24,MMSBM,Recall,140,0.6428571428571429
604,V-23_24,MMSBM,Precision,140,0.7499999996875
605,V-23_24,MMSBM,Accuracy,140,0.8305084745762711
606,V-23_24,MMSBM,Recall,141,0.25925925925925924
607,V-23_24,MMSBM,Precision,141,0.3888888886728395
608,V-23_24,MMSBM,Accuracy,141,0.7372881355932204
609,V-23_24,MMSBM,Recall,209,0.5294117647058824
610,V-23_24,MMSBM,Precision,209,0.5999999998
611,V-23_24,MMSBM,Accuracy,209,0.728813559322034
612,V-23_24,MMSBM,Recall,208,0.35294117647058826
613,V-23_24,MMSBM,Precision,208,0.7499999990624999
614,V-23_24,MMSBM,Accuracy,208,0.8813559322033898
615,V-23_24,MMSBM,Recall,148,0.6428571428571429
616,V-23_24,MMSBM,Precision,148,0.5869565216115312
617,V-23_24,MMSBM,Accuracy,148,0.6949152542372882
618,V-23_24,MMSBM,Recall,149,0.4
619,V-23_24,MMSBM,Precision,149,0.6666666662962962
620,V-23_24,MMSBM,Accuracy,149,0.788135593220339
621,V-23_24,MMSBM,Recall,77,0.7450980392156863
622,V-23_24,MMSBM,Precision,77,0.7916666665017361
623,V-23_24,MMSBM,Accuracy,77,0.711864406779661
624,V-23_24,MMSBM,Recall,76,0.8833333333333333
625,V-23_24,MMSBM,Precision,76,0.8281249998706055
626,V-23_24,MMSBM,Accuracy,76,0.8050847457627119
627,V-23_24,MMSBM,Recall,75,0.64
628,V-23_24,MMSBM,Precision,75,0.7441860463385613
629,V-23_24,MMSBM,Accuracy,75,0.7033898305084746
630,V-23_24,MMSBM,Recall,74,0.5789473684210527
631,V-23_24,MMSBM,Precision,74,0.6470588233391004
632,V-23_24,MMSBM,Accuracy,74,0.7372881355932204
633,V-23_24,MMSBM,Recall,73,0.7857142857142857
634,V-23_24,MMSBM,Precision,73,0.879999999824
635,V-23_24,MMSBM,Accuracy,73,0.7542372881355932
636,V-23_24,MMSBM,Recall,72,0.7413793103448276
637,V-23_24,MMSBM,Precision,72,0.859999999828
638,V-23_24,MMSBM,Accuracy,72,0.7796610169491525
639,V-23_24,MMSBM,Recall,71,0.75
640,V-23_24,MMSBM,Precision,71,0.8048780485841761
641,V-23_24,MMSBM,Accuracy,71,0.7966101694915254
642,V-23_24,MMSBM,Recall,70,0.5135135135135135
643,V-23_24,MMSBM,Precision,70,0.5757575755831037
644,V-23_24,MMSBM,Accuracy,70,0.7457627118644069
645,V-23_24,MMSBM,Recall,96,0.5689655172413793
646,V-23_24,MMSBM,Precision,96,0.7499999998295455
647,V-23_24,MMSBM,Accuracy,96,0.6779661016949152
648,V-23_24,MMSBM,Recall,79,0.7741935483870968
649,V-23_24,MMSBM,Precision,79,0.8571428569897959
650,V-23_24,MMSBM,Accuracy,79,0.7542372881355932
651,V-23_24,MMSBM,Recall,205,0.375
652,V-23_24,MMSBM,Precision,205,0.6428571423979591
653,V-23_24,MMSBM,Accuracy,205,0.8135593220338984
654,V-23_24,MMSBM,Recall,2,0.6964285714285714
655,V-23_24,MMSBM,Precision,2,0.8124999998307292
656,V-23_24,MMSBM,Accuracy,2,0.7203389830508474
657,V-23_24,MMSBM,Recall,144,0.5918367346938775
658,V-23_24,MMSBM,Precision,144,0.7435897433990796
659,V-23_24,MMSBM,Accuracy,144,0.7203389830508474
660,V-23_24,MMSBM,Recall,41,0.7647058823529411
661,V-23_24,MMSBM,Precision,41,0.8124999998307292
662,V-23_24,MMSBM,Accuracy,41,0.7542372881355932
663,V-23_24,MMSBM,Recall,47,0.6326530612244898
664,V-23_24,MMSBM,Precision,47,0.7948717946679815
665,V-23_24,MMSBM,Accuracy,47,0.7118644067796611
666,V-25,MMSBM,Recall,507,0.819672131147541
667,V-25,MMSBM,Precision,507,0.8620689653686088
668,V-25,MMSBM,Accuracy,507,0.8194444444444444
669,V-25,MMSBM,Recall,198,0.8529411764705882
670,V-25,MMSBM,Precision,198,0.9354838708168575
671,V-25,MMSBM,Accuracy,198,0.8055555555555556
672,V-25,MMSBM,Recall,344,0.4772727272727273
673,V-25,MMSBM,Precision,344,0.8076923073816568
674,V-25,MMSBM,Accuracy,344,0.8055555555555556
675,V-25,MMSBM,Recall,0,0.7924528301886793
676,V-25,MMSBM,Precision,0,0.839999999832
677,V-25,MMSBM,Accuracy,0,0.8333333333333333
678,V-25,MMSBM,Recall,346,0.8405797101449275
679,V-25,MMSBM,Precision,346,0.8656716416618402
680,V-25,MMSBM,Accuracy,346,0.8194444444444445
681,V-25,MMSBM,Recall,347,0.6857142857142857
682,V-25,MMSBM,Precision,347,0.7741935482622269
683,V-25,MMSBM,Accuracy,347,0.6597222222222222
684,V-25,MMSBM,Recall,340,0.7868852459016393
685,V-25,MMSBM,Precision,340,0.8135593218960069
686,V-25,MMSBM,Accuracy,340,0.7777777777777778
687,V-25,MMSBM,Recall,341,0.75
688,V-25,MMSBM,Precision,341,0.89062499986084
689,V-25,MMSBM,Accuracy,341,0.7291666666666666
690,V-25,MMSBM,Recall,342,0.72
691,V-25,MMSBM,Precision,342,0.8437499998681641
692,V-25,MMSBM,Accuracy,342,0.7013888888888888
693,V-25,MMSBM,Recall,343,0.7647058823529411
694,V-25,MMSBM,Precision,343,0.8524590162536952
695,V-25,MMSBM,Accuracy,343,0.7361111111111112
696,V-25,MMSBM,Recall,810,0.765625
697,V-25,MMSBM,Precision,810,0.8032786883929052
698,V-25,MMSBM,Accuracy,810,0.6875
699,V-25,MMSBM,Recall,811,0.7457627118644068
700,V-25,MMSBM,Precision,811,0.7719298244259772
701,V-25,MMSBM,Accuracy,811,0.7638888888888888
702,V-25,MMSBM,Recall,812,0.6
703,V-25,MMSBM,Precision,812,0.7499999997321428
704,V-25,MMSBM,Accuracy,812,0.8472222222222221
705,V-25,MMSBM,Recall,813,0.7142857142857143
706,V-25,MMSBM,Precision,813,0.7692307690828403
707,V-25,MMSBM,Accuracy,813,0.7152777777777777
708,V-25,MMSBM,Recall,348,0.7532467532467533
709,V-25,MMSBM,Precision,348,0.9062499998583985
710,V-25,MMSBM,Accuracy,348,0.7708333333333334
711,V-25,MMSBM,Recall,349,0.6842105263157895
712,V-25,MMSBM,Precision,349,0.7090909089619835
713,V-25,MMSBM,Accuracy,349,0.6944444444444444
714,V-25,MMSBM,Recall,816,0.7741935483870968
715,V-25,MMSBM,Precision,816,0.8275862067538644
716,V-25,MMSBM,Accuracy,816,0.7777777777777777
717,V-25,MMSBM,Recall,817,0.7547169811320755
718,V-25,MMSBM,Precision,817,0.8163265304456476
719,V-25,MMSBM,Accuracy,817,0.75
720,V-25,MMSBM,Recall,719,0.6885245901639344
721,V-25,MMSBM,Precision,719,0.7118644066590061
722,V-25,MMSBM,Accuracy,719,0.7083333333333334
723,V-25,MMSBM,Recall,718,0.65
724,V-25,MMSBM,Precision,718,0.702702702512783
725,V-25,MMSBM,Accuracy,718,0.8194444444444444
726,V-25,MMSBM,Recall,717,0.7692307692307693
727,V-25,MMSBM,Precision,717,0.8474576269750071
728,V-25,MMSBM,Accuracy,717,0.8125000000000001
729,V-25,MMSBM,Recall,716,0.7704918032786885
730,V-25,MMSBM,Precision,716,0.8392857141358419
731,V-25,MMSBM,Accuracy,716,0.7777777777777777
732,V-25,MMSBM,Recall,715,0.5471698113207547
733,V-25,MMSBM,Precision,715,0.6444444443012346
734,V-25,MMSBM,Accuracy,715,0.6736111111111112
735,V-25,MMSBM,Recall,714,0.7796610169491526
736,V-25,MMSBM,Precision,714,0.8518518516941015
737,V-25,MMSBM,Accuracy,714,0.7916666666666667
738,V-25,MMSBM,Recall,713,0.8
739,V-25,MMSBM,Precision,713,0.7407407406035665
740,V-25,MMSBM,Accuracy,713,0.736111111111111
741,V-25,MMSBM,Recall,712,0.7777777777777778
742,V-25,MMSBM,Precision,712,0.85714285696793
743,V-25,MMSBM,Accuracy,712,0.8055555555555556
744,V-25,MMSBM,Recall,711,0.6470588235294118
745,V-25,MMSBM,Precision,711,0.6874999998567708
746,V-25,MMSBM,Accuracy,711,0.7083333333333334
747,V-25,MMSBM,Recall,710,0.7868852459016393
748,V-25,MMSBM,Precision,710,0.8727272725685951
749,V-25,MMSBM,Accuracy,710,0.8125
750,V-25,MMSBM,Recall,606,0.7575757575757576
751,V-25,MMSBM,Precision,606,0.8474576269750071
752,V-25,MMSBM,Accuracy,606,0.75
753,V-25,MMSBM,Recall,619,0.7887323943661971
754,V-25,MMSBM,Precision,619,0.8615384614059173
755,V-25,MMSBM,Accuracy,619,0.6875
756,V-25,MMSBM,Recall,298,0.7702702702702703
757,V-25,MMSBM,Precision,298,0.8507462685297394
758,V-25,MMSBM,Accuracy,298,0.7222222222222222
759,V-25,MMSBM,Recall,299,0.6388888888888888
760,V-25,MMSBM,Precision,299,0.657142856955102
761,V-25,MMSBM,Accuracy,299,0.8055555555555556
762,V-25,MMSBM,Recall,296,0.7941176470588235
763,V-25,MMSBM,Precision,296,0.7826086955387525
764,V-25,MMSBM,Accuracy,296,0.75
765,V-25,MMSBM,Recall,297,0.7741935483870968
766,V-25,MMSBM,Precision,297,0.7999999998666667
767,V-25,MMSBM,Accuracy,297,0.7847222222222223
768,V-25,MMSBM,Recall,294,0.6521739130434783
769,V-25,MMSBM,Precision,294,0.6976744184424013
770,V-25,MMSBM,Accuracy,294,0.7222222222222222
771,V-25,MMSBM,Recall,295,0.7763157894736842
772,V-25,MMSBM,Precision,295,0.8550724636441924
773,V-25,MMSBM,Accuracy,295,0.7083333333333333
774,V-25,MMSBM,Recall,292,0.7868852459016393
775,V-25,MMSBM,Precision,292,0.8571428569897959
776,V-25,MMSBM,Accuracy,292,0.7638888888888888
777,V-25,MMSBM,Recall,293,0.7692307692307693
778,V-25,MMSBM,Precision,293,0.8474576269750071
779,V-25,MMSBM,Accuracy,293,0.7430555555555556
780,V-25,MMSBM,Recall,290,0.7941176470588235
781,V-25,MMSBM,Precision,290,0.8307692306414202
782,V-25,MMSBM,Accuracy,290,0.7500000000000001
783,V-25,MMSBM,Recall,291,0.6865671641791045
784,V-25,MMSBM,Precision,291,0.7796610168170066
785,V-25,MMSBM,Accuracy,291,0.6666666666666666
786,V-25,MMSBM,Recall,591,0.6382978723404256
787,V-25,MMSBM,Precision,591,0.6666666665185185
788,V-25,MMSBM,Accuracy,591,0.701388888888889
789,V-25,MMSBM,Recall,590,0.7727272727272727
790,V-25,MMSBM,Precision,590,0.879310344675981
791,V-25,MMSBM,Accuracy,590,0.7291666666666667
792,V-25,MMSBM,Recall,593,0.7377049180327869
793,V-25,MMSBM,Precision,593,0.8490566036133855
794,V-25,MMSBM,Accuracy,593,0.7361111111111112
795,V-25,MMSBM,Recall,592,0.8028169014084507
796,V-25,MMSBM,Precision,592,0.8507462685297394
797,V-25,MMSBM,Accuracy,592,0.7083333333333333
798,V-25,MMSBM,Recall,595,0.8412698412698413
799,V-25,MMSBM,Precision,595,0.8833333331861111
800,V-25,MMSBM,Accuracy,595,0.8263888888888888
801,V-25,MMSBM,Recall,594,0.7761194029850746
802,V-25,MMSBM,Precision,594,0.8524590162536952
803,V-25,MMSBM,Accuracy,594,0.7638888888888888
804,V-25,MMSBM,Recall,597,0.7454545454545455
805,V-25,MMSBM,Precision,597,0.7454545453190082
806,V-25,MMSBM,Accuracy,597,0.7222222222222222
807,V-25,MMSBM,Recall,596,0.8524590163934426
808,V-25,MMSBM,Precision,596,0.8387096772840791
809,V-25,MMSBM,Accuracy,596,0.7638888888888888
810,V-25,MMSBM,Recall,195,0.7605633802816901
811,V-25,MMSBM,Precision,195,0.8307692306414202
812,V-25,MMSBM,Accuracy,195,0.7291666666666666
813,V-25,MMSBM,Recall,194,0.7368421052631579
814,V-25,MMSBM,Precision,194,0.8615384614059173
815,V-25,MMSBM,Accuracy,194,0.7638888888888888
816,V-25,MMSBM,Recall,197,0.7536231884057971
817,V-25,MMSBM,Precision,197,0.8666666665222222
818,V-25,MMSBM,Accuracy,197,0.7430555555555556
819,V-25,MMSBM,Recall,196,0.851063829787234
820,V-25,MMSBM,Precision,196,0.7843137253364091
821,V-25,MMSBM,Accuracy,196,0.7986111111111112
822,V-25,MMSBM,Recall,191,0.7
823,V-25,MMSBM,Precision,191,0.7636363634975206
824,V-25,MMSBM,Accuracy,191,0.7291666666666667
825,V-25,MMSBM,Recall,190,0.821917808219178
826,V-25,MMSBM,Precision,190,0.8571428570204083
827,V-25,MMSBM,Accuracy,190,0.7430555555555555
828,V-25,MMSBM,Recall,193,0.7384615384615385
829,V-25,MMSBM,Precision,193,0.738461538347929
830,V-25,MMSBM,Accuracy,193,0.701388888888889
831,V-25,MMSBM,Recall,192,0.7887323943661971
832,V-25,MMSBM,Precision,192,0.8749999998632814
833,V-25,MMSBM,Accuracy,192,0.7152777777777778
834,V-25,MMSBM,Recall,270,0.8076923076923077
835,V-25,MMSBM,Precision,270,0.9402985073223435
836,V-25,MMSBM,Accuracy,270,0.7361111111111112
837,V-25,MMSBM,Recall,271,0.7205882352941176
838,V-25,MMSBM,Precision,271,0.8448275860612366
839,V-25,MMSBM,Accuracy,271,0.7430555555555555
840,V-25,MMSBM,Recall,272,0.7402597402597403
841,V-25,MMSBM,Precision,272,0.89062499986084
842,V-25,MMSBM,Accuracy,272,0.6597222222222222
843,V-25,MMSBM,Recall,273,0.8070175438596491
844,V-25,MMSBM,Precision,273,0.8070175437180671
845,V-25,MMSBM,Accuracy,273,0.826388888888889
846,V-25,MMSBM,Recall,274,0.6865671641791045
847,V-25,MMSBM,Precision,274,0.8070175437180671
848,V-25,MMSBM,Accuracy,274,0.6805555555555556
849,V-25,MMSBM,Recall,275,0.7733333333333333
850,V-25,MMSBM,Precision,275,0.9354838708168575
851,V-25,MMSBM,Accuracy,275,0.75
852,V-25,MMSBM,Recall,276,0.8
853,V-25,MMSBM,Precision,276,0.8235294116435987
854,V-25,MMSBM,Accuracy,276,0.7361111111111112
855,V-25,MMSBM,Recall,277,0.6470588235294118
856,V-25,MMSBM,Precision,277,0.8333333332070708
857,V-25,MMSBM,Accuracy,277,0.5625
858,V-25,MMSBM,Recall,278,0.7571428571428571
859,V-25,MMSBM,Precision,278,0.8833333331861111
860,V-25,MMSBM,Accuracy,278,0.7013888888888888
861,V-25,MMSBM,Recall,279,0.734375
862,V-25,MMSBM,Precision,279,0.7966101693565067
863,V-25,MMSBM,Accuracy,279,0.7083333333333333
864,V-25,MMSBM,Recall,524,0.8
865,V-25,MMSBM,Precision,524,0.7199999998559999
866,V-25,MMSBM,Accuracy,524,0.7847222222222222
867,V-25,MMSBM,Recall,525,0.7142857142857143
868,V-25,MMSBM,Precision,525,0.7843137253364091
869,V-25,MMSBM,Accuracy,525,0.736111111111111
870,V-25,MMSBM,Recall,526,0.7241379310344828
871,V-25,MMSBM,Precision,526,0.839999999832
872,V-25,MMSBM,Accuracy,526,0.7777777777777779
873,V-25,MMSBM,Recall,527,0.8571428571428571
874,V-25,MMSBM,Precision,527,0.9056603771876113
875,V-25,MMSBM,Accuracy,527,0.8541666666666667
876,V-25,MMSBM,Recall,520,0.8727272727272727
877,V-25,MMSBM,Precision,520,0.7868852457726417
878,V-25,MMSBM,Accuracy,520,0.8125
879,V-25,MMSBM,Recall,521,0.8571428571428571
880,V-25,MMSBM,Precision,521,0.8709677417950052
881,V-25,MMSBM,Accuracy,521,0.7569444444444444
882,V-25,MMSBM,Recall,522,0.7777777777777778
883,V-25,MMSBM,Precision,522,0.8166666665305555
884,V-25,MMSBM,Accuracy,522,0.7361111111111112
885,V-25,MMSBM,Recall,523,0.6140350877192983
886,V-25,MMSBM,Precision,523,0.7142857141399417
887,V-25,MMSBM,Accuracy,523,0.6597222222222222
888,V-25,MMSBM,Recall,599,0.7575757575757576
889,V-25,MMSBM,Precision,599,0.7936507935248174
890,V-25,MMSBM,Accuracy,599,0.736111111111111
891,V-25,MMSBM,Recall,528,0.8548387096774194
892,V-25,MMSBM,Precision,528,0.9137931032907253
893,V-25,MMSBM,Accuracy,528,0.8125
894,V-25,MMSBM,Recall,529,0.575
895,V-25,MMSBM,Precision,529,0.6388888887114197
896,V-25,MMSBM,Accuracy,529,0.7708333333333334
897,V-25,MMSBM,Recall,449,0.7627118644067796
898,V-25,MMSBM,Precision,449,0.7758620688317479
899,V-25,MMSBM,Accuracy,449,0.7013888888888888
900,V-25,MMSBM,Recall,448,0.7719298245614035
901,V-25,MMSBM,Precision,448,0.6567164178124304
902,V-25,MMSBM,Accuracy,448,0.7222222222222223
903,V-25,MMSBM,Recall,345,0.8571428571428571
904,V-25,MMSBM,Precision,345,0.8307692306414202
905,V-25,MMSBM,Accuracy,345,0.7847222222222223
906,V-25,MMSBM,Recall,443,0.38095238095238093
907,V-25,MMSBM,Precision,443,0.7619047615419501
908,V-25,MMSBM,Accuracy,443,0.7569444444444445
909,V-25,MMSBM,Recall,442,0.6984126984126984
910,V-25,MMSBM,Precision,442,0.7719298244259772
911,V-25,MMSBM,Accuracy,442,0.6805555555555556
912,V-25,MMSBM,Recall,441,0.7586206896551724
913,V-25,MMSBM,Precision,441,0.7586206895243758
914,V-25,MMSBM,Accuracy,441,0.7638888888888888
915,V-25,MMSBM,Recall,440,0.7083333333333334
916,V-25,MMSBM,Precision,440,0.679999999864
917,V-25,MMSBM,Accuracy,440,0.7083333333333333
918,V-25,MMSBM,Recall,447,0.7313432835820896
919,V-25,MMSBM,Precision,447,0.7903225805176899
920,V-25,MMSBM,Accuracy,447,0.7013888888888888
921,V-25,MMSBM,Recall,446,0.7428571428571429
922,V-25,MMSBM,Precision,446,0.812499999873047
923,V-25,MMSBM,Accuracy,446,0.75
924,V-25,MMSBM,Recall,445,0.8333333333333334
925,V-25,MMSBM,Precision,445,0.8196721310131685
926,V-25,MMSBM,Accuracy,445,0.7847222222222222
927,V-25,MMSBM,Recall,444,0.8307692307692308
928,V-25,MMSBM,Precision,444,0.8059701491334373
929,V-25,MMSBM,Accuracy,444,0.7847222222222223
930,V-25,MMSBM,Recall,108,0.6986301369863014
931,V-25,MMSBM,Precision,108,0.7846153844946746
932,V-25,MMSBM,Accuracy,108,0.6458333333333334
933,V-25,MMSBM,Recall,109,0.7213114754098361
934,V-25,MMSBM,Precision,109,0.7096774192403746
935,V-25,MMSBM,Accuracy,109,0.7083333333333334
936,V-25,MMSBM,Recall,102,0.8
937,V-25,MMSBM,Precision,102,0.7857142855739796
938,V-25,MMSBM,Accuracy,102,0.8125
939,V-25,MMSBM,Recall,103,0.7205882352941176
940,V-25,MMSBM,Precision,103,0.8166666665305555
941,V-25,MMSBM,Accuracy,103,0.6805555555555555
942,V-25,MMSBM,Recall,100,0.7166666666666667
943,V-25,MMSBM,Precision,100,0.7543859647799322
944,V-25,MMSBM,Accuracy,100,0.7152777777777778
945,V-25,MMSBM,Recall,101,0.7361111111111112
946,V-25,MMSBM,Precision,101,0.8412698411363063
947,V-25,MMSBM,Accuracy,101,0.7013888888888888
948,V-25,MMSBM,Recall,106,0.5957446808510638
949,V-25,MMSBM,Precision,106,0.6829268291017252
950,V-25,MMSBM,Accuracy,106,0.6944444444444444
951,V-25,MMSBM,Recall,107,0.6122448979591837
952,V-25,MMSBM,Precision,107,0.6976744184424013
953,V-25,MMSBM,Accuracy,107,0.75
954,V-25,MMSBM,Recall,104,0.6896551724137931
